TextId,Translated,Original
ending0404_f line Text12,She can clear a path.,荆棘之路，都将为之荡平。
ending0404_f line Text13,,
ending0404_f line Text14,"Looking to the North, you know that flame will burn for a long time.",遥望北方，你知道，那把火，会燃得很久、
ending0404_f line Text15,A very long time.,很久。
ending0404_m title,Undying Flame,烽火不息
ending0404_m line Text01,Ever since her decision she knew she was past the point of no return.,自她决定下手之后，便知道，她已回不了头。
ending0404_m line Text02,"She also never wanted to go back, just like how she always has been.",她亦未打算回头，就同她那一往无前的个性。
ending0404_m line Text03,"After leaving the pavillion, she didn't do what everyone else expected",离了阁后，她并非如众人所想，
ending0404_m line Text04,and succeed the position of the Head of Shangguan family.,回去接任上官家的家主之位，
ending0404_m line Text05,"Rather, she traveled the Wulin and ignited a fire.",反而是武林中，突兀的燃起一抹火光，
ending0404_m line Text06,The fire burned so bright it scared all the bandits and corrupt officials.,烧得山贼盗匪、贪官污吏失魂丧胆。
ending0404_m line Text07,"Until the Blood Wolves of the North marched south,",直到北方血狼军再次南侵，
ending0404_m line Text08,"She then appeared on the battlefield, protecting the children of the North Flame.",她才再次出现在沙场上，领着北焰儿郎，
ending0404_m line Text09,Stopping the Blood Wolves at the border.,阻血狼于关外。
ending0404_m line Text10,Even in the face of threats and dangers from both within and without,纵使前有赤骨外患，后有朝廷内忧，
ending0404_m line Text11,She believes that with her spear in hand,但她深信，凭手中之枪，
ending0404_m line Text12,She can clear a path.,荆棘之路，都将为之荡平。
ending0404_m line Text13,,
ending0404_m line Text14,"Looking to the North, you know that flame will burn for a long time.",遥望北方，你知道，那把火，会燃得很久、
ending0404_m line Text15,A very long time.,很久。
ending0405_f title,Path Seeker,寻道漫漫
ending0405_f line Text01,"She took of her mask, as well as her estrangement with the world.",卸下了面具，也卸去了与这世道的隔阂。
ending0405_f line Text02,"She bowed to Headmaster Chu, then leave the Pavillion,",她回头向楚阁主深深一鞠躬，便走出了侠隐阁，
ending0405_f line Text03,walks her own path with her sword.,一人独步，持着剑，踏出属于自己的路。
ending0405_f line Text04,,
ending0405_f line Text05,"Several month later, some said,",数月后，江湖之人有云，
ending0405_f line Text06,"There's a masked female xia in black kills with determination, and feared by murderous marauders.",有一覆面黑服女侠，杀伐果断，所及之处凶匪无不心惊胆跳。
ending0405_f line Text07,"Others said,",亦有云，
ending0405_f line Text08,There's a bueatiful female xia in white influences nearby bandits with kindness.,有一秀丽白衣女侠，仁和亲善，方圆数里贼寇皆俱受其感召。
ending0405_f line Text09,"What's right? What's wrong? She believe she can find the answer one day,",何为是？何为非？她相信终有一天，能寻得答案，
ending0405_f line Text10,a regretless answer.,一个问心无愧的答案。
ending0405_f line Text11,"Before that, she must walks forth.",在这之前，惟向前尔。
ending0405_f line Text12,,
ending0405_f line Text13,"Hearing about these news, you smile,",听着消息，你微笑着，
ending0405_f line Text14,"even though you don't know where she'll end up, you begin to look forward to,",虽不知她最后会步向何方，但你已然期待着，
ending0405_f line Text15,"to the day you will meet again, that you can still call her:",未来相遇的某一天，能再称一声：
ending0405_f line Text16,"""Master.""",「师父。」
ending0405_m title,Path Seeker,寻道漫漫
ending0405_m line Text01,"She took of her mask, as well as her estrangement with the world.",卸下了面具，也卸去了与这世道的隔阂。
ending0405_m line Text02,"She bowed to Headmaster Chu, then leave the Pavillion,",她回头向楚阁主深深一鞠躬，便走出了侠隐阁，
ending0405_m line Text03,walks her own path with her sword.,一人独步，持着剑，踏出属于自己的路。
ending0405_m line Text04,,
ending0405_m line Text05,"Several month later, some said,",数月后，江湖之人有云，
ending0405_m line Text06,"There's a masked female xia in black kills with determination, and feared by murderous marauders.",有一覆面黑服女侠，杀伐果断，所及之处凶匪无不心惊胆跳。
ending0405_m line Text07,"Others said,",亦有云，
ending0405_m line Text08,There's a bueatiful female xia in white influences nearby bandits with kindness.,有一秀丽白衣女侠，仁和亲善，方圆数里贼寇皆俱受其感召。
ending0405_m line Text09,"What's right? What's wrong? She believe she can find the answer one day,",何为是？何为非？她相信终有一天，能寻得答案，
ending0405_m line Text10,a regretless answer.,一个问心无愧的答案。
ending0405_m line Text11,"Before that, she must walks forth.",在这之前，惟向前尔。
ending0405_m line Text12,,
ending0405_m line Text13,"Hearing about these news, you smile,",听着消息，你微笑着，
ending0405_m line Text14,"even though you don't know where she'll end up, you begin to look forward to,",虽不知她最后会步向何方，但你已然期待着，
ending0405_m line Text15,"to the day you will meet again, that you can still call her:",未来相遇的某一天，能再称一声：
ending0405_m line Text16,"""Master.""",「师父。」
ending0406_f title,Sword that Does not Kill,不杀之剑
ending0406_f line Text01,"A swordsman that doesn't kill, how does he walk the Jianghu and uphold justice? He doesn't have an answer right now.",一个不杀人的剑客，如何行走江湖、遂行正义？现在的他还没有答案。
ending0406_f line Text02,But he is determined to uphold Master Tang's will to walk this long and difficult path.,然而，他已决心承继唐师父的遗志，走上这条远大而艰难的道路，
ending0406_f line Text03,He has to remind himself to keep walking on this path of a benevolent Xia.,他必须敦促自己，要在这条仁侠之道上，继续走下去。
ending0406_f line Text04,"He is confident that as long as there is a jar of wine in one hand, and a sword in the other,",他有自信，只要手里仍有一壶酒、一把剑，
ending0406_f line Text05,He will be able to wonder across Jianghu to find his answer......,就能行遍江湖，寻得答案……
ending0406_f line Text06,,
ending0406_f line Text07,"But when he cross inns along the way, he can't help but remember,",但他偶尔会在途经几处酒家时，想起曾与你提及，
ending0406_f line Text08,remeber telling you to come drink fine wines and have a good chat......,要和你一起来这里，共饮美酒、开怀畅谈……
ending0406_f line Text09,"「As long as we are still around, that promise will come to pass.」",「只要彼此仍在，约定终有实现的一天。」
ending0406_f line Text10,"So he commented with a smile, as he subdued yet another evildoer with wine in one hand, and sword in the other.",在他手提美酒、握持宝剑并制伏恶徒的当下，他笑着感叹——
ending0406_f line Text11,"What a precious thing it is, to have met such a earnest friend in this treacherous Jianghu.",能在这般险恶江湖中，结交到知心好友，是多么值得珍惜的事。
ending0406_f line Text12,,
ending0406_f line Text13,"A few years later, the tales begin to spred.",数年后，江湖已有传言，
ending0406_f line Text14,"There is a drunken swordsman addicted to martial art, his sword, never kills.",有一名嗜酒成性、好武成痴的剑客，他的剑从不杀人，
ending0406_f line Text15,"Yet he can make wrongdoer's change their ways, dropping their weapon, and do no more evil.",却能让恶徒痛改前非，放下屠刀，不再为恶。
ending0406_f line Text16,"No one knew how he does it,",没人知道他是如何做到的，
ending0406_f line Text17,But topics like that makes for a good story to be told by the Tea Master of the Three Hero Village.,但这样的事迹，却成为三侠村茶老的说书题目，
ending0406_f line Text18,And that is how the story of the sword that does not kill became widespread in Jianghu.......,不杀之剑的故事，因而在江湖中传颂不绝……
ending0406_m title,Sword that Does not Kill,不杀之剑
ending0406_m line Text01,"A swordsman that doesn't kill, how does he walk the Jianghu and uphold justice? He doesn't have an answer right now.",一个不杀人的剑客，如何行走江湖、遂行正义？现在的他还没有答案。
ending0406_m line Text02,But he is determined to uphold Master Tang's will to walk this long and difficult path.,然而，他已决心承继唐师父的遗志，走上这条远大而艰难的道路，
ending0406_m line Text03,He has to remind himself to keep walking on this path of a benevolent Xia.,他必须敦促自己，要在这条仁侠之道上，继续走下去。
ending0406_m line Text04,"He is confident that as long as there is a jar of wine in one hand, and a sword in the other,",他有自信，只要手里仍有一壶酒、一把剑，
ending0406_m line Text05,He will be able to wonder across Jianghu to find his answer......,就能行遍江湖，寻得答案……
ending0406_m line Text06,,
ending0406_m line Text07,"But when he cross inns along the way, he can't help but remember,",但他偶尔会在途经几处酒家时，想起曾与你提及，
ending0406_m line Text08,remeber telling you to come drink fine wines and have a good chat......,要和你一起来这里，共饮美酒、开怀畅谈……
ending0406_m line Text09,"「As long as we are still around, that promise will come to pass.」",「只要彼此仍在，约定终有实现的一天。」
ending0406_m line Text10,"So he commented with a smile, as he subdued yet another evildoer with wine in one hand, and sword in the other.",在他手提美酒、握持宝剑并制伏恶徒的当下，他笑着感叹——
ending0406_m line Text11,"What a precious thing it is, to have met such a earnest friend in this treacherous Jianghu.",能在这般险恶江湖中，结交到知心好友，是多么值得珍惜的事。
ending0406_m line Text12,,
ending0406_m line Text13,"A few years later, the tales begin to spred.",数年后，江湖已有传言，
ending0406_m line Text14,"There is a drunken swordsman addicted to martial art, his sword, never kills.",有一名嗜酒成性、好武成痴的剑客，他的剑从不杀人，
ending0406_m line Text15,"Yet he can make wrongdoer's change their ways, dropping their weapon, and do no more evil.",却能让恶徒痛改前非，放下屠刀，不再为恶。
ending0406_m line Text16,"No one knew how he does it,",没人知道他是如何做到的，
ending0406_m line Text17,But topics like that makes for a good story to be told by the Tea Master of the Three Hero Village.,但这样的事迹，却成为三侠村茶老的说书题目，
ending0406_m line Text18,And that is how the story of the sword that does not kill became widespread in Jianghu.......,不杀之剑的故事，因而在江湖中传颂不绝……
ending0407_f title,"No Regret, No Past",无愧无前
ending0407_f line Text01,"From the moment he stepped in Wulin, his vicious palm has been killing many evildoers and punishing the wicked,",自他踏足武林，便以一套毒辣的掌法杀恶惩奸，
ending0407_f line Text02,"His art in using poison to cure diseases too healed many of the injured,",更以一门运毒治病之功法，医治伤员无数，
ending0407_f line Text03,"From this moment on, who can still say a poison user from the Hall of Vicissitudes must be a evildoer?",今后又有谁会说，出身自悲欢楼、运使毒功之人，便是恶徒呢？
ending0407_f line Text04,"No matter from where they came, what martial arts they learned,",不论出身何处，所习之功法为何，
ending0407_f line Text05,"people can only be truly judged by their conducts,",真正能评断一个人的，乃是他的作为。
ending0407_f line Text06,"and him, had always lived up to his role as a Xia.",而他，始终无愧于侠者身份。
ending0407_f line Text07,,
ending0407_f line Text08,"「To accomplish the most difficult goal, you must first become the most powerful martial artists.」",「想完成最困难的目标，得先成为最强悍的武者。」
ending0407_f line Text09,That is the reason that shaped his being through his whole life.,这便是他贯彻一生的，他之所以为他的理由。
ending0407_f line Text10,"Though he never truly beat you, he also knew,",纵使他从未真正胜过你，但他也明白，比起击败你，
ending0407_f line Text11,"instead of beating you, he much rather have a respectable rival that he can cherish for life......",他更希望，能拥有一位可敬的、值得毕生相惜的对手……
ending0407_f line Text12,"「If I use my poison for evil, I'll wait for you to come kill me any time.」",「若我以毒功为恶，那么，我随时等着你来杀我。」
ending0407_f line Text13,"You think of his earnest vow, but cannot help but find it some what amusing.",想起真心起誓的誓言，却也不免莞尔。
ending0407_f line Text14,How can he do evil? How can he die?,现在，他哪里会为恶？而他又怎么能死？
ending0407_f line Text15,He has made his vow.,只因他早已与你相约，
ending0407_f line Text16,,
ending0407_f line Text17,"Once he overthrow the Hall of Vicissitudes and end the repeating tragedies in the Wulin,",在他推翻悲欢楼、终结武林不断重演的悲剧之后，
ending0407_f line Text18,"He will wait for you at the peak of the martial path,",他会在武道的巅峰等你，
ending0407_f line Text19,to see who is the strongest.,等着与你一决高下。
ending0407_m title,"No Regret, No Past",无愧无前
ending0407_m line Text01,"From the moment he stepped in Wulin, his vicious palm has been killing many evildoers and punishing the wicked,",自他踏足武林，便以一套毒辣的掌法杀恶惩奸，
ending0407_m line Text02,"His art in using poison to cure diseases too healed many of the injured,",更以一门运毒治病之功法，医治伤员无数，
ending0407_m line Text03,"From this moment on, who can still say a poison user from the Hall of Vicissitudes must be a evildoer?",今后又有谁会说，出身自悲欢楼、运使毒功之人，便是恶徒呢？
ending0407_m line Text04,"No matter from where they came, what martial arts they learned,",不论出身何处，所习之功法为何，
ending0407_m line Text05,"people can only be truly judged by their conducts,",真正能评断一个人的，乃是他的作为。
ending0407_m line Text06,"and him, had always lived up to his role as a Xia.",而他，始终无愧于侠者身份。
ending0407_m line Text07,,
ending0407_m line Text08,"「To accomplish the most difficult goal, you must first become the most powerful martial artists.」",「想完成最困难的目标，得先成为最强悍的武者。」
ending0407_m line Text09,That is the reason that shaped his being through his whole life.,这便是他贯彻一生的，他之所以为他的理由。
ending0407_m line Text10,"Though he never truly beat you, he also knew,",纵使他从未真正胜过你，但他也明白，比起击败你，
ending0407_m line Text11,"instead of beating you, he much rather have a respectable rival that he can cherish for life......",他更希望，能拥有一位可敬的、值得毕生相惜的对手……
ending0407_m line Text12,"「If I use my poison for evil, I'll wait for you to come kill me any time.」",「若我以毒功为恶，那么，我随时等着你来杀我。」
ending0407_m line Text13,"You think of his earnest vow, but cannot help but find it some what amusing.",想起真心起誓的誓言，却也不免莞尔。
ending0407_m line Text14,How can he do evil? How can he die?,现在，他哪里会为恶？而他又怎么能死？
ending0407_m line Text15,He has made his vow.,只因他早已与你相约，
ending0407_m line Text16,,
ending0407_m line Text17,"Once he overthrow the Hall of Vicissitudes and end the repeating tragedies in the Wulin,",在他推翻悲欢楼、终结武林不断重演的悲剧之后，
ending0407_m line Text18,"He will wait for you at the peak of the martial path,",他会在武道的巅峰等你，
ending0407_m line Text19,to see who is the strongest.,等着与你一决高下。
ending0408_f title,"New Breeze, Into Rain",化雨新风
ending0408_f line Text01,"The one he owes his life too, is also the greatest enemy of his whole life. ",今生的恩人，却是毕生的仇人，
ending0408_f line Text02,"When the lie is finally revealed, he begin to doubt.",当机关算尽的谎言揭露，他因而心生怀疑，
ending0408_f line Text03,Can people truly have pure trust between them?,在人与人之间，那最纯粹的信任，是否真的存在？
ending0408_f line Text04,"But he understood after hearing your calls, meeting you again,",但就在听见你的叫唤、与你劫后重逢之后，他明白了，
ending0408_f line Text05,all that doubt was pointless.,这一切的担忧，都是多余的。
ending0408_f line Text06,,
ending0408_f line Text07,"Though he has martial skills, he wanted to fight no more, he rather return to that tomb in Mount Zhongnan,",虽拥有武艺，却不愿再与人相争，他情愿回到那终南山之墓，
ending0408_f line Text08,"To build a warm home for those without a home,",为无家可归之人，打造一处心感温煦的住所。
ending0408_f line Text09,"Even at the forfront of conflicts in Jianghu and clashing ideals, one must never forget,",纵使身处江湖波澜的浪涛前、信念相违的斗争下，却也不能遗忘，
ending0408_f line Text10,never forget how people must cross their differences to reach mutual trust.,人们是如何跨越藩篱、相惜相知，最终才能彼此信任。
ending0408_f line Text11,That's the greatest lesson he learned in his three years in the Xia Pavillion.,这便是他在侠隐阁这三年历练后的，最深的体悟……
ending0408_f line Text12,,
ending0408_f line Text13,"Within the mechanic room, he taught his mechanical skill to a few willing children,",机关室内，他将机关术授予几名愿意学习的孩子，
ending0408_f line Text14,His gaze skimmed across that mechanical parasol you had gaven him.,而他偶然一瞥，看见那把端放在角落的，你送给他的机关伞。
ending0408_f line Text15,"Though that parasol was but a half done work you've made under Uncle Qiu's instruction,",那把伞，虽是你在丘叔的指导下，胡拼乱凑的半成品，
ending0408_f line Text16,it is also the greatest treasure in his life.,却也成了他这一生，最为珍视的宝物。
ending0408_f line Text17,"「Chief Cheng, when are you gonna tell us the story about that parasol?」Hearing this question, he gently smiles......",「程寨主，你何时才要说说那把伞的故事？」他闻言，只是淡然一笑……
ending0408_f line Text18,「It's just a story about how a hard mechanical parasol can still shelter us from the wind and rain 」,「机关伞虽冷硬，仍能为人遮风挡雨。只是这样一个故事。」
ending0408_f line Text19,Though only the scorpian relaxingly eating on his shoulder can truly understand the meaning of his words.,但，能明白他在说什么的，恐怕只有在他肩上悠然吃着饲料的小蝎了。
ending0408_m title,"New Breeze, Into Rain",化雨新风
ending0408_m line Text01,"The one he owes his life too, is also the greatest enemy of his whole life. ",今生的恩人，却是毕生的仇人，
ending0408_m line Text02,"When the lie is finally revealed, he begin to doubt.",当机关算尽的谎言揭露，他因而心生怀疑，
ending0408_m line Text03,Can people truly have pure trust between them?,在人与人之间，那最纯粹的信任，是否真的存在？
ending0408_m line Text04,"But he understood after hearing your calls, meeting you again,",但就在听见你的叫唤、与你劫后重逢之后，他明白了，
ending0408_m line Text05,all that doubt was pointless.,这一切的担忧，都是多余的。
ending0408_m line Text06,,
ending0408_m line Text07,"Though he has martial skills, he wanted to fight no more, he rather return to that tomb in Mount Zhongnan,",虽拥有武艺，却不愿再与人相争，他情愿回到那终南山之墓，
ending0408_m line Text08,"To build a warm home for those without a home,",为无家可归之人，打造一处心感温煦的住所。
ending0408_m line Text09,"Even at the forfront of conflicts in Jianghu and clashing ideals, one must never forget,",纵使身处江湖波澜的浪涛前、信念相违的斗争下，却也不能遗忘，
ending0408_m line Text10,never forget how people must cross their differences to reach mutual trust.,人们是如何跨越藩篱、相惜相知，最终才能彼此信任。
ending0408_m line Text11,That's the greatest lesson he learned in his three years in the Xia Pavillion.,这便是他在侠隐阁这三年历练后的，最深的体悟……
ending0408_m line Text12,,
ending0408_m line Text13,"Within the mechanic room, he taught his mechanical skill to a few willing children,",机关室内，他将机关术授予几名愿意学习的孩子，
ending0408_m line Text14,His gaze skimmed across that mechanical parasol you had gaven him.,而他偶然一瞥，看见那把端放在角落的，你送给他的机关伞。
ending0408_m line Text15,"Though that parasol was but a half done work you've made under Uncle Qiu's instruction,",那把伞，虽是你在丘叔的指导下，胡拼乱凑的半成品，
ending0408_m line Text16,it is also the greatest treasure in his life.,却也成了他这一生，最为珍视的宝物。
ending0408_m line Text17,"「Chief Cheng, when are you gonna tell us the story about that parasol?」Hearing this question, he gently smiles......",「程寨主，你何时才要说说那把伞的故事？」他闻言，只是淡然一笑……
ending0408_m line Text18,「It's just a story about how a hard mechanical parasol can still shelter us from the wind and rain 」,「机关伞虽冷硬，仍能为人遮风挡雨。只是这样一个故事。」
ending0408_m line Text19,Though only the scorpian relaxingly eating on his shoulder can truly understand the meaning of his words.,但，能明白他在说什么的，恐怕只有在他肩上悠然吃着饲料的小蝎了。
ending0409_f title,Carrying the World,带砺河山
ending0409_f line Text01,"What fight over path of Xia, what love and hate,",什么侠道之争，什么情仇纠纷，
ending0409_f line Text02,He just want everyone to be safe and sound.,他只希望所有人，都平平安安。
ending0409_f line Text03,"Thats a simple creed, but one surprisingly heavy,",如此简单的信念，却出乎意料的沉重，
ending0409_f line Text04,heavy enough to nearly crush him.,几乎压垮了他的双肩。
ending0409_f line Text05,He grips his fist and left Xia Pavilion.,他紧了紧拳头，毅然的离开了侠隐阁。
ending0409_f line Text06,That familar Senior can no longer be found in the Pavilion.,阁中那熟悉的大师兄已然不见，
ending0409_f line Text07,But a reassuring figure has appeared in Wulin.,而武林中，则出现了一道令人无比安心的背影。
ending0409_f line Text08,Scar begin to crawl up his sturdy frame.,那宽厚的身躯，逐渐遍布了疤痕，
ending0409_f line Text09,His gentle face also became worn with age.,温吞的脸庞，也渐渐积累了风霜。
ending0409_f line Text10,"What did not change is his clear gaze,",不变的是那澄彻的眼眸，
ending0409_f line Text11,and his unyielding will.,以及永不倒下的信念。
ending0409_f line Text12,"You know, when you needed it,",而你知道，在任何需要的时候，
ending0409_f line Text13,that figure will be standing in front you.,那道背影，定会屹立于你的眼前。
ending0409_f line Text14,,
ending0409_f line Text15,"「Don't worry, I'm gotcha.」he smiles, and scratches his head.",「莫担心，有咱在。」他笑了笑，抓了抓头。
ending0409_m title,Carrying the World,带砺河山
ending0409_m line Text01,"What fight over path of Xia, what love and hate,",什么侠道之争，什么情仇纠纷，
ending0409_m line Text02,He just want everyone to be safe and sound.,他只希望所有人，都平平安安。
ending0409_m line Text03,"Thats a simple creed, but one surprisingly heavy,",如此简单的信念，却出乎意料的沉重，
ending0409_m line Text04,heavy enough to nearly crush him.,几乎压垮了他的双肩。
ending0409_m line Text05,He grips his fist and left Xia Pavilion.,他紧了紧拳头，毅然的离开了侠隐阁。
ending0409_m line Text06,That familar Senior can no longer be found in the Pavilion.,阁中那熟悉的大师兄已然不见，
ending0409_m line Text07,But a reassuring figure has appeared in Wulin.,而武林中，则出现了一道令人无比安心的背影。
ending0409_m line Text08,Scar begin to crawl up his sturdy frame.,那宽厚的身躯，逐渐遍布了疤痕，
ending0409_m line Text09,His gentle face also became worn with age.,温吞的脸庞，也渐渐积累了风霜。
ending0409_m line Text10,"What did not change is his clear gaze,",不变的是那澄彻的眼眸，
ending0409_m line Text11,and his unyielding will.,以及永不倒下的信念。
ending0409_m line Text12,"You know, when you needed it,",而你知道，在任何需要的时候，
ending0409_m line Text13,that figure will be standing in front you.,那道背影，定会屹立于你的眼前。
ending0409_m line Text14,,
ending0409_m line Text15,"「Don't worry, I'm gotcha.」he smiles, and scratches his head.",「莫担心，有咱在。」他笑了笑，抓了抓头。
ending0410_f title,New Swallow Returns,新燕春回
ending0410_f line Text01,"The night of Jiujiang city, clear moon and cold breeze.",九江府城的夜空，月皎而风清。
ending0410_f line Text02,"A few guards shouts and drags a prisoner from their home onto a cart,",数名衙役几声吆喝，将一名人犯自宅院中拽出，押入了囚车，
ending0410_f line Text03,"The neighbors chats amongst themselves, no one expected that generous merchant",周遭邻里议论纷纷，无不意外那位人前乐善好施的豪绅，
ending0410_f line Text04,to be involved in trafficking people for profit. They are even more confused of how that magistrate figured out this case.,私下竟从事人口拐卖，害命谋财，更是纳闷知府如何明察秋毫，破了此案。
ending0410_f line Text05,"Upon the roof, the red-dressed Xia quietly gazes upon the cart moving into the distance,",屋檐之上，红衣侠女静静凝视远去的囚车，
ending0410_f line Text06,"and the merchant's family, crying by the mansion's gateway.",和那宅院门旁，不住哭啼的豪绅家眷。
ending0410_f line Text07,She used to believe the righteous world can only be reached through a dark path with no return.,过往的她，本以为端正世道，只有一条无法回头，注定灰暗的道路。
ending0410_f line Text08,"But that day, you stood up, you fought against the tide,",但在那一天，你的挺身而出，你的力挽狂澜，
ending0410_f line Text09,"your action was like a hammerblow, showing her and her father's persistance is far from necessary.",宛若当头棒喝，证明了她们父女的一意孤行，绝非必要之举。
ending0410_f line Text10,"Duty comes from trust and belief placed upon you, Xia comes from distinguishment between right or wrong.",相与信为任，同是非为侠。
ending0410_f line Text11,"A Xia's duty arise from trust and belief, as well as acceptance of differences when that is the correct thing to do.",任侠的意涵，本是相互理解，求同存异。
ending0410_f line Text12,"Not being set in their own world, to each their own.",而非天各一方，自行其是。
ending0410_f line Text13,"That moment, she realized that her overwhelming determination to save people,",那一刻，她察觉到了，那份过于强烈，守护人们的执念，
ending0410_f line Text14,also robbed her of her ability to believe in others.,竟也让她在无意间失去了对人们的信任。
ending0410_f line Text15,"Turning back, looking upon Mount Lu in the night mist,",回过身来，遥望隐于夜雾之中的庐山山影，
ending0410_f line Text16,"She reaffirmed her determination, this time, she must trust those she doesn't want to lose.",她重新下定了决心，这一次，她必须相信那些她不愿失去的人们，
ending0410_f line Text17,"There may be differences, may be frictions,",歧异也好，龃龉也罢，
ending0410_f line Text18,"But as long as the Xia in the heart remains, they will be able to accept each other.",只要侠心不灭，他们就一定能够接纳彼此，
ending0410_f line Text19,"Working as one, righting this world.",齐力同心，端正世道。
ending0410_m title,New Swallow Returns,新燕春回
ending0410_m line Text01,"The night of Jiujiang city, clear moon and cold breeze.",九江府城的夜空，月皎而风清。
ending0410_m line Text02,"A few guards shouts and drags a prisoner from their home onto a cart,",数名衙役几声吆喝，将一名人犯自宅院中拽出，押入了囚车，
ending0410_m line Text03,"The neighbors chats amongst themselves, no one expected that generous merchant",周遭邻里议论纷纷，无不意外那位人前乐善好施的豪绅，
ending0410_m line Text04,to be involved in trafficking people for profit. They are even more confused of how that magistrate figured out this case.,私下竟从事人口拐卖，害命谋财，更是纳闷知府如何明察秋毫，破了此案。
ending0410_m line Text05,"Upon the roof, the red-dressed Xia quietly gazes upon the cart moving into the distance,",屋檐之上，红衣侠女静静凝视远去的囚车，
ending0410_m line Text06,"and the merchant's family, crying by the mansion's gateway.",和那宅院门旁，不住哭啼的豪绅家眷。
ending0410_m line Text07,She used to believe the righteous world can only be reached through a dark path with no return.,过往的她，本以为端正世道，只有一条无法回头，注定灰暗的道路。
ending0410_m line Text08,"But that day, you stood up, you fought against the tide,",但在那一天，你的挺身而出，你的力挽狂澜，
ending0410_m line Text09,"your action was like a hammerblow, showing her and her father's persistance is far from necessary.",宛若当头棒喝，证明了她们父女的一意孤行，绝非必要之举。
ending0410_m line Text10,"Duty comes from trust and belief placed upon you, Xia comes from distinguishment between right or wrong.",相与信为任，同是非为侠。
ending0410_m line Text11,"A Xia's duty arise from trust and belief, as well as acceptance of differences when that is the correct thing to do.",任侠的意涵，本是相互理解，求同存异。
ending0410_m line Text12,"Not being set in their own world, to each their own.",而非天各一方，自行其是。
ending0410_m line Text13,"That moment, she realized that her overwhelming determination to save people,",那一刻，她察觉到了，那份过于强烈，守护人们的执念，
ending0410_m line Text14,also robbed her of her ability to believe in others.,竟也让她在无意间失去了对人们的信任。
ending0410_m line Text15,"Turning back, looking upon Mount Lu in the night mist,",回过身来，遥望隐于夜雾之中的庐山山影，
ending0410_m line Text16,"She reaffirmed her determination, this time, she must trust those she doesn't want to lose.",她重新下定了决心，这一次，她必须相信那些她不愿失去的人们，
ending0410_m line Text17,"There may be differences, may be frictions,",歧异也好，龃龉也罢，
ending0410_m line Text18,"But as long as the Xia in the heart remains, they will be able to accept each other.",只要侠心不灭，他们就一定能够接纳彼此，
ending0410_m line Text19,"Working as one, righting this world.",齐力同心，端正世道。
ending0413_f title,The Fire Blaze On,辉火连亘
ending0413_f line Text000,,
ending0413_f line Text01,"Though the conflict in Xia Pavilion has ended for now,",虽然侠隐阁的风波暂时止息，
ending0413_f line Text02,"She hasn't stopped in place, with her usual zeal and determination, she left the pavilion by herself.",但她并未因此停下脚步，就同那一往无前的个性，毅然决然地只身离阁。
ending0413_f line Text03,"Not to assume command of the Shangguan family,",并非是为回去接任上官家的家主之位，
ending0413_f line Text04,"but to start a fire in the Wulin,",而是于武林中，点起一丛焰火，
ending0413_f line Text05,"A fire to burn those bandits and thieves, the corrupt and the greedy.",烧得山贼盗匪、贪官污吏失魂丧胆。
ending0413_f line Text06,"When the blood wolf army invaded from the north once more,",其后北方血狼军再次南侵，
ending0413_f line Text07,"She too can be found where the fighting was the thickest, leading the Northern Flame Troops to keep the blood wolves at bay.",她也总是出现在战况最凶险之处，领着北焰儿郎，阻血狼于关外。
ending0413_f line Text08,"The enemy cannot understand how Shangguan Xu can face thousands with a smile on her face,",敌人总不解，上官煦何能一夫敌千军，却还是嘴角带笑，游刃有余，
ending0413_f line Text09,"Only she knew that her courage is not recklessness,",只有她自己知道，她非挟孤胆之勇，
ending0413_f line Text10,"On Mount Lu, she has a family, on Mount Lu, she has a home.",庐山中，还有一群她的家人，庐山上，还有属于她的一个家。
ending0413_f line Text11,,
ending0413_f line Text12,Those things can keep a fire burning for a long time.,而这些，都能支持那把火，燃得很久，
ending0413_f line Text13,"A long, long time.",很久。
ending0413_f line Text0000,,
ending0413_m title,The Fire Blaze On,辉火连亘
ending0413_m line Text000,,
ending0413_m line Text01,"Though the conflict in Xia Pavilion has ended for now,",虽然侠隐阁的风波暂时止息，
ending0413_m line Text02,"She hasn't stopped in place, with her usual zeal and determination, she left the pavilion by herself.",但她并未因此停下脚步，就同那一往无前的个性，毅然决然地只身离阁。
ending0413_m line Text03,"Not to assume command of the Shangguan family,",并非是为回去接任上官家的家主之位，
ending0413_m line Text04,"but to start a fire in the Wulin,",而是于武林中，点起一丛焰火，
ending0413_m line Text05,"A fire to burn those bandits and thieves, the corrupt and the greedy.",烧得山贼盗匪、贪官污吏失魂丧胆。
ending0413_m line Text06,"When the blood wolf army invaded from the north once more,",其后北方血狼军再次南侵，
ending0413_m line Text07,"She too can be found where the fighting was the thickest, leading the Northern Flame Troops to keep the blood wolves at bay.",她也总是出现在战况最凶险之处，领着北焰儿郎，阻血狼于关外。
ending0413_m line Text08,"The enemy cannot understand how Shangguan Xu can face thousands with a smile on her face,",敌人总不解，上官煦何能一夫敌千军，却还是嘴角带笑，游刃有余，
ending0413_m line Text09,"Only she knew that her courage is not recklessness,",只有她自己知道，她非挟孤胆之勇，
ending0413_m line Text10,"On Mount Lu, she has a family, on Mount Lu, she has a home.",庐山中，还有一群她的家人，庐山上，还有属于她的一个家。
ending0413_m line Text11,,
